Bldg Num,Building Name,Abbrev,Address,GSF,Own / Lease,Status,Class,Year,Age,LEED Level,LEED Certification Year,X,Y,,,,,,,,,,,
749,Granary,SO0749,12326 Vpi Farm Road,150,Owned,Active,Building,1954,63,,,36.7721286,-81.8071692,,,,,,,,,,,
742,Implement And Machinery Shed,SO0742,12326 Vpi Farm Road,3264,Owned,Active,Building,1954,63,,,36.7721286,-81.8071692,,,,,,,,,,,
746,Tobacco Barn Number 1,TOBG1,12326 Vpi Farm Road,3446,Owned,Active,Building,1954,63,,,36.7721286,-81.8071692,,,,,,,,,,,
744,Granary,GRNY2,12326 Vpi Farm Road,1096,Owned,Active,Building,1959,58,,,36.7721286,-81.8071692,,,,,,,,,,,
743,Office Building,SWVRS,12326 Vpi Farm Road,1932,Owned,Active,Building,1959,58,,,36.7721286,-81.8071692,,,,,,,,,,,
750,Tobacco Storage Shed,SO0750,12326 Vpi Farm Road,1560,Owned,Active,Building,1993,24,,,36.7721286,-81.8071692,,,,,,,,,,,
751,Greenhouse,SO0751,12326 Vpi Farm Road,1500,Owned,Active,Building,1997,20,,,36.7721286,-81.8071692,,,,,,,,,,,
752,Scale Shed,SO0752,12326 Vpi Farm Road,560,Owned,Active,Building,1998,19,,,36.7721286,-81.8071692,,,,,,,,,,,
754,Sheep Barn,SO0754,12326 Vpi Farm Road,5000,Owned,Active,Building,2010,7,,,36.7721286,-81.8071692,,,,,,,,,,,
0753A,Tobacco Barn A,SO753A,12326 Vpi Farm Road,224,Owned,Active,Building,2010,7,,,36.7721286,-81.8071692,,,,,,,,,,,
0753B,Tobacco Barn B,SO753B,12326 Vpi Farm Road,224,Owned,Active,Building,2010,7,,,36.7721286,-81.8071692,,,,,,,,,,,
0753C,Tobacco Barn C,SO753C,12326 Vpi Farm Road,224,Owned,Active,Building,2010,7,,,36.7721286,-81.8071692,,,,,,,,,,,
0753D,Tobacco Barn D,SO753D,12326 Vpi Farm Road,224,Owned,Active,Building,2010,7,,,36.7721286,-81.8071692,,,,,,,,,,,
0741A,Sheep Barn,SO741A,12326 Vpi Farm Road,5000,Owned,Active,Building,2011,6,,,36.7721286,-81.8071692,,,,,,,,,,,
730,Windsor Office Building,,Us 460; East Windsor Blvd.,3040,,Terminated,Building,0,2017,,,36.805152,-76.7319694,,,,,,,,,,,
,,,Windsor VA 23487,,,,,0,2017,,,36.808483,-76.7441246,,,,,,,,,,,
171,Burchard Hall,BURCH,1327 Perry Street,42143,Owned,Active,Building,1998,19,,,36.8124893,-76.2787731,,,,,,,,,,,
295,Golf Course Club House,GC,1085 Duck Pond Drive,3274,Owned,Active,Building,1910,107,,,36.8125469,-76.2145281,,,,,,,,,,,
,,,Ivanhoe VA 24350,,,,,0,2017,,,36.8401308,-80.9667689,,,,,,,,,,,
843,Hampton Roads Graduate Center,,291 Independence Blvd.,2498,,Terminated,Building,0,2017,,,36.8449939,-76.1396491,,,,,,,,,,,
2240,Old Grand Piano Building,GRNDP,125 North Main Street,4500,Leased,Active,Building,0,2017,,,36.8771978,-94.8778621,,,,,,,,,,,
1102,Director'S Residence,HR1102,1444 Diamond Springs Road,2450,Owned,Active,Building,1907,110,,,36.8918995,-76.1795855,,,,,,,,,,,
1104,Headhouse / Greenhouse,HR1104,1444 Diamond Springs Road,6500,Owned,Active,Building,1911,106,,,36.8918995,-76.1795855,,,,,,,,,,,
1103,Superintendent'S Residence,,1444 Diamond Springs Road,1520,,Demolished,Building,1915,102,,,36.8918995,-76.1795855,,,,,,,,,,,
1109,Boiler House,HR1109,1444 Diamond Springs Road,1200,Owned,Active,Building,1948,69,,,36.8918995,-76.1795855,,,,,,,,,,,
1107,Garage And Apartment,HR1107,1444 Diamond Springs Road,2480,Owned,Active,Building,1948,69,,,36.8918995,-76.1795855,,,,,,,,,,,
1108,Garage And Shop,HR1108,1444 Diamond Springs Road,2975,Owned,Active,Building,1948,69,,,36.8918995,-76.1795855,,,,,,,,,,,
1101,Office And Lab,HRRC,1444 Diamond Springs Road,19117,Owned,Active,Building,1950,67,,,36.8918995,-76.1795855,,,,,,,,,,,
1106,Storage Building,HR1106,1444 Diamond Springs Road,3000,Owned,Active,Building,1951,66,,,36.8918995,-76.1795855,,,,,,,,,,,
1110,Implement Shed,HR1110,1444 Diamond Springs Road,7360,Owned,Active,Building,1955,62,,,36.8918995,-76.1795855,,,,,,,,,,,
1105,Headhouse / Greenhouse,HR1105,1444 Diamond Springs Road,4400,Owned,Active,Building,1968,49,,,36.8918995,-76.1795855,,,,,,,,,,,
1112,Pump House,HR1112,1444 Diamond Springs Road,216,Owned,Active,Building,1970,47,,,36.8918995,-76.1795855,,,,,,,,,,,
1111,Quonset Hut,HR1111,1444 Diamond Springs Road,800,Owned,Active,Building,1970,47,,,36.8918995,-76.1795855,,,,,,,,,,,
1114,Greenhouse Number 2,HR1114,1444 Diamond Springs Road,2476,Owned,Active,Building,2002,15,,,36.8918995,-76.1795855,,,,,,,,,,,
1113,Greenhouse Number 1,HR1113,1444 Diamond Springs Road,2970,Owned,Active,Building,2005,12,,,36.8918995,-76.1795855,,,,,,,,,,,
1115,Tunnel,HR1115,1444 Diamond Springs Road,3168,Owned,Active,Structure,2012,5,,,36.8918995,-76.1795855,,,,,,,,,,,
1116,Tenant House,HR1116,1444 Diamond Springs Road,1800,Owned,Active,Building,2013,4,,,36.8918995,-76.1795855,,,,,,,,,,,
1117,High Tunnel Greenhouse,HR1117,1444 Diamond Springs Road,4588,Owned,Active,Building,2015,2,,,36.8918995,-76.1795855,,,,,,,,,,,
,,,Saltville VA 24370,,,,,0,2017,,,36.9009847,-81.7130522,,,,,,,,,,,
,,,Saltville VA 24370,,,,,0,2017,,,36.9009847,-81.7130522,,,,,,,,,,,
,,,Saltville VA 24370,,,,,0,2017,,,36.9009847,-81.7130522,,,,,,,,,,,
726,Sw District Extension Office,,310 West Valley Street,2300,,Terminated,Building,0,2017,,,36.9188879,-94.2572754,,,,,,,,,,,
,,,Hampton VA 23605,,,,,0,2017,,,37.0098187,-76.4273844,,,,,,,,,,,
2135,Township In Hampton Woods,,260 Marcella Road,800,,Terminated,Building,0,2017,,,37.050502,-76.394012,,,,,,,,,,,
,,,Hampton VA 23669,,,,,0,2017,,,37.0517234,-76.3347838,,,,,,,,,,,
2130,Chase Hampton,,11316 Terrell Lane,1100,,Terminated,Building,0,2017,,,37.0530764,-76.39897,,,,,,,,,,,
,,,Hampton VA 23666,,,,,0,2017,,,37.0538822,-76.3984537,,,,,,,,,,,
,,,Hampton VA 23666,,,,,0,2017,,,37.0538822,-76.3984537,,,,,,,,,,,
,,,Hampton VA 23666,,,,,0,2017,,,37.0538822,-76.3984537,,,,,,,,,,,
2124,Foxridge Apartments 10700,,10700 Blue Ridge Drive,0,,Terminated,Building,0,2017,,,37.0730016,-79.2907105,,,,,,,,,,,
0891A,Tobacco Bulk Barn,,2375 Darvills Road,352,,Demolished,Building,1970,47,,,37.0754205,-77.8670789,,,,,,,,,,,
890,Administration Building,SPRC,2375 Darvills Road,13982,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
892,Chemical Storage Building,SP0892,2375 Darvills Road,916,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
894,Compartment Curing Barn,SP0894,2375 Darvills Road,1577,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
897,Field Services Headquarters,SP0897,2375 Darvills Road,3340,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
0895A,Flue-Curing Tobacco Barn,SP895A,2375 Darvills Road,512,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
0895B,Flue-Curing Tobacco Barn,SP895B,2375 Darvills Road,512,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
0897B,Greenhouse,,2375 Darvills Road,200,,Demolished,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
900,Irrigation Pumping Station,SP0900,2375 Darvills Road,155,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
896,Open Shelter,SP0896,2375 Darvills Road,1000,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
904,Pole Shed,SP0904,2375 Darvills Road,1255,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
0897F,Shade House,SP897F,2375 Darvills Road,1728,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
0897E,Storage Buildings,SP897E,2375 Darvills Road,900,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
0897D,Storage Shed,SP897D,2375 Darvills Road,150,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
0897C,Temporary Lab,SP897C,2375 Darvills Road,450,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
891,Tobacco Storage / Processing,SP0891,2375 Darvills Road,7140,Owned,Active,Building,1974,43,,,37.0754205,-77.8670789,,,,,,,,,,,
0906A,Temporary Storage,SP906A,2375 Darvills Road,152,Owned,Active,Building,1975,42,,,37.0754205,-77.8670789,,,,,,,,,,,
0906B,Temporary Storage,SP906B,2375 Darvills Road,152,Owned,Active,Building,1975,42,,,37.0754205,-77.8670789,,,,,,,,,,,
0893C,Tobacco Curing Barn,SP893C,2375 Darvills Road,1676,Owned,Active,Building,1979,38,,,37.0754205,-77.8670789,,,,,,,,,,,
0893A,Tobacco Curing Barn,SP893A,2375 Darvills Road,1676,Owned,Active,Building,1979,38,,,37.0754205,-77.8670789,,,,,,,,,,,
0893D,Tobacco Curing Barn,SP893D,2375 Darvills Road,1676,Owned,Active,Building,1979,38,,,37.0754205,-77.8670789,,,,,,,,,,,
0893B,Tobacco Curing Barn,SP893B,2375 Darvills Road,1676,Owned,Active,Building,1979,38,,,37.0754205,-77.8670789,,,,,,,,,,,
898,New Headhouse With Two Greenhouse Wings,SP0898,2375 Darvills Road,4906,Owned,Active,Building,1982,35,,,37.0754205,-77.8670789,,,,,,,,,,,
901,Greenhouse,SP0901,2375 Darvills Road,1860,Owned,Active,Building,1992,25,,,37.0754205,-77.8670789,,,,,,,,,,,
0891C,Tobacco Bulk Barn,SP891C,2375 Darvills Road,289,Owned,Active,Building,1993,24,,,37.0754205,-77.8670789,,,,,,,,,,,
902,Greenhouse,SP0902,2375 Darvills Road,3456,Owned,Active,Building,1998,19,,,37.0754205,-77.8670789,,,,,,,,,,,
905,Equipment Shed,SP0905,2375 Darvills Road,4000,Owned,Active,Building,1999,18,,,37.0754205,-77.8670789,,,,,,,,,,,
0891E,Tobacco Bulk Barn,SP891E,2375 Darvills Road,126,Owned,Active,Building,1999,18,,,37.0754205,-77.8670789,,,,,,,,,,,
0891B,Tobacco Bulk Barn,,2375 Darvills Road,278,,Sold,Building,1999,18,,,37.0754205,-77.8670789,,,,,,,,,,,
0891D,Tobacco Bulk Barn,SP891D,2375 Darvills Road,126,Owned,Active,Building,1999,18,,,37.0754205,-77.8670789,,,,,,,,,,,
0893F,Conditioned Barn,SP893F,2375 Darvills Road,459,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0893H,Conditioned Barn,SP893H,2375 Darvills Road,459,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0893G,Conditioned Barn,SP893G,2375 Darvills Road,459,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0893E,Conditioned Barn,SP893E,2375 Darvills Road,459,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0894C,Electric Compartment Barn,SP894C,2375 Darvills Road,32,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0894B,Electric Compartment Barn,SP894B,2375 Darvills Road,32,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0894D,Electric Compartment Barn,SP894D,2375 Darvills Road,32,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0894E,Electric Compartment Barn,SP894E,2375 Darvills Road,32,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0894A,Electric Compartment Barn,SP894A,2375 Darvills Road,32,Owned,Active,Building,2000,17,,,37.0754205,-77.8670789,,,,,,,,,,,
0903A,Greenhouse,SP903A,2375 Darvills Road,432,Owned,Active,Building,2005,12,,,37.0754205,-77.8670789,,,,,,,,,,,
0903B,Greenhouse,SP903B,2375 Darvills Road,432,Owned,Active,Building,2006,11,,,37.0754205,-77.8670789,,,,,,,,,,,
0898J,Haygrove Tunnel,SP898J,2375 Darvills Road,24480,Owned,Active,Building,2006,11,,,37.0754205,-77.8670789,,,,,,,,,,,
0893J,Lester Barn,SP893J,2375 Darvills Road,3090,Owned,Active,Building,2006,11,,,37.0754205,-77.8670789,,,,,,,,,,,
0908A,Dark Tobacco Curing Barn A,SP908A,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908B,Dark Tobacco Curing Barn B,SP908B,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908C,Dark Tobacco Curing Barn C,SP908C,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908D,Dark Tobacco Curing Barn D,SP908D,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908E,Dark Tobacco Curing Barn E,SP908E,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908F,Dark Tobacco Curing Barn F,SP908F,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908G,Dark Tobacco Curing Barn G,SP908G,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908H,Dark Tobacco Curing Barn H,SP908H,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908J,Dark Tobacco Curing Barn J,SP908J,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908K,Dark Tobacco Curing Barn K,SP908K,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908L,Dark Tobacco Curing Barn L,SP908L,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0908M,Dark Tobacco Curing Barn M,SP908M,2375 Darvills Road,144,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
907,Open Metal Shed,SP0907,2375 Darvills Road,1560,Owned,Active,Structure,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
889,Superdarn Radar Building,SP0889,2375 Darvills Road,320,Owned,Active,Building,2008,9,,,37.0754205,-77.8670789,,,,,,,,,,,
0902A,Greenhouse,SP902A,2375 Darvills Road,3456,Owned,Active,Building,2011,6,,,37.0754205,-77.8670789,,,,,,,,,,,
0897A,Greenhouse,SP897A,2375 Darvills Road,1680,Owned,Active,Building,2012,5,,,37.0754205,-77.8670789,,,,,,,,,,,
888,Pole Shed,SP0888,2375 Darvills Road,4000,Owned,Active,Building,2012,5,,,37.0754205,-77.8670789,,,,,,,,,,,
0891G,Tytun Tobacco Bulk Barn,SP891G,2375 Darvills Road,87,Owned,Active,Building,2013,4,,,37.0754205,-77.8670789,,,,,,,,,,,
0894G,Tytun Tobacco Bulk Barn,SP894G,2375 Darvills Road,168,Owned,Active,Building,2013,4,,,37.0754205,-77.8670789,,,,,,,,,,,
0894F,Tytun Tobacco Bulk Barn,SP894F,2375 Darvills Road,168,Owned,Active,Building,2013,4,,,37.0754205,-77.8670789,,,,,,,,,,,
0891F,Tytun Tobacco Bulk Barn,SP891F,2375 Darvills Road,87,Owned,Active,Building,2013,4,,,37.0754205,-77.8670789,,,,,,,,,,,
0894H,Tytun Tobacco Bulk Barn,SP894H,2375 Darvills Road,168,Owned,Active,Building,2013,4,,,37.0754205,-77.8670789,,,,,,,,,,,
0894J,Tytun Tobacco Bulk Barn,SP894J,2375 Darvills Road,168,Owned,Active,Building,2014,3,,,37.0754205,-77.8670789,,,,,,,,,,,
0909A,Rolling Tunnel Greenhouse A,SP909A,2375 Darvills Road,2943,Owned,Active,Building,2015,2,,,37.0754205,-77.8670789,,,,,,,,,,,
0909B,Rolling Tunnel Greenhouse B,SP909B,2375 Darvills Road,2943,Owned,Active,Building,2015,2,,,37.0754205,-77.8670789,,,,,,,,,,,
0909C,Rolling Tunnel Greenhouse C,SP909C,2375 Darvills Road,2943,Owned,Active,Building,2015,2,,,37.0754205,-77.8670789,,,,,,,,,,,
0909D,Rolling Tunnel Greenhouse D,SP909D,2375 Darvills Road,2943,Owned,Active,Building,2015,2,,,37.0754205,-77.8670789,,,,,,,,,,,
0891H,Tytun Tobacco Bulk Barn,SP891H,2375 Darvills Road,315,Owned,Active,Building,2015,2,,,37.0754205,-77.8670789,,,,,,,,,,,
0899B,Instrument Shelter,,2375 Darvills Road,0,,Demolished,Building,0,2017,,,37.0754205,-77.8670789,,,,,,,,,,,
0899A,Instrument Shelter,,2375 Darvills Road,0,,Demolished,Building,0,2017,,,37.0754205,-77.8670789,,,,,,,,,,,
899,Instrument Shelter,,2375 Darvills Road,0,,Demolished,Building,0,2017,,,37.0754205,-77.8670789,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
,,,Blackstone VA 23824,,,,,0,2017,,,37.080428,-77.9972259,,,,,,,,,,,
2449,Conservation Management Institute V,,201 Dinwiddle Avenue,1008,,Terminated,Building,0,2017,,,37.0819578,-77.9932133,,,,,,,,,,,
2131,National Institute Of Aerospace Association,NIAA,100 Exploration Way,640,Leased,Active,Building,0,2017,,,37.0825749,-76.3983936,,,,,,,,,,,
759,National Institute Of Aerospace,NIA,1100 Exploration Way,58400,Owned,Active,Building,2012,5,,,37.0830459,-76.4000987,,,,,,,,,,,
2530,Virginia Tech Hampton Roads Center,OV2530,600 Thimble Shoals Blvd.,2758,Leased,Active,Building,0,2017,,,37.0831191,-76.4794765,,,,,,,,,,,
,,,Radford VA 24141,,,,,0,2017,,,37.1018642,-80.5549561,,,,,,,,,,,
,,,Radford VA 24141,,,,,0,2017,,,37.1018642,-80.5549561,,,,,,,,,,,
,,,Petersburg VA 23805,,,,,0,2017,,,37.1134236,-77.4013403,,,,,,,,,,,
2385,Precision Business Storage,OM2385,810 Radford Street,875,Leased,Active,Building,0,2017,,,37.1265,-80.424,,,,,,,,,,,
2225,Health-Tex Building,,755 Roanoke Street,15495,,Terminated,Building,0,2017,,,37.1309741,-80.392693,,,,,,,,,,,
2223,Falling Branch Warehouse,OM2223,295 Falling Branch Road,1400,Leased,Active,Building,1990,27,,,37.1312004,-80.3772333,,,,,,,,,,,
2510,Christiansburg Aquatic Center,CAQC,595 North Franklin Street,64668,Leased,Active,Building,2010,7,,,37.1378549,-80.4120479,,,,,,,,,,,
2214,Oak Tree Town Homes,,144 Oak Tree Blvd.,1200,,Terminated,Building,0,2017,,,37.1480925,-80.4160139,,,,,,,,,,,
2211,Shah Warehouse,,405 Cambria Street Nw,23928,,Terminated,Building,0,2017,,,37.1535871,-80.4237387,,,,,,,,,,,
2082,South Crater Road Self Storage,,11440 South Crater Road,300,,Terminated,Building,0,2017,,,37.155199,-77.355897,,,,,,,,,,,
2332,A & J Route 114 Mini Storage,OM2332,720 Pepper'S Ferry Road Nw,600,Leased,Active,Building,0,2017,,,37.1626985,-80.4363639,,,,,,,,,,,
,,,Petersburg VA 23803,,,,,0,2017,,,37.16547,-77.4931403,,,,,,,,,,,
2212,First Security Self-Storage,OM2212,5 Midway Plaza,2525,Leased,Active,Building,0,2017,,,37.1757,-80.4204,,,,,,,,,,,
2213,Heavener Warehouse,,70 Virginian Drive,4800,,Terminated,Building,0,2017,,,37.1763428,-80.4196354,,,,,,,,,,,
