Number,Building Name,Construction Date,Age,Occupancy Date,Construction Type,Stories,Usage,Gross SqFt.,Address,X,Y,LEED Building,LEED Building Year,,,,,,,,,,,
50431500,Polk Avenue Building,1975,42,,,2,,45984,193 Polk Avenue,36.135299,-86.7485788,,,,,,,,,,,,,
50122000,Pratt Pavilion,2007,10,11/1/07,Steel frame w/,3,Aux,75793,1610 Lake Loudoun Boulevard,35.9513818,-83.9242916,,,,,,,,,,,,,
50122900,Presidential Court,1966,51,,"Concrete, reinf",4,Aux,77018,1017 Frances Street,40.2836328,-78.8656598,,,,,,,,,,,,,
50120100,Presidential Fire Pump Building,2009,8,,,0,Aux,838,,,,,,,,,,,,,,,,
50169100,Publications and Services Building,1977,40,,Masonry frame w,1,Sup,10021,2412 Fletcher Luck Lane,35.947043,-83.9383673,,,,,,,,,,,,,
50160200,Racheff Research,1989,28,3/1/89,Other structura,1,Ac,6100,2519 Fletcher Luck Lane,35.947043,-83.9383673,,,,,,,,,,,,,
50120700,Radiological Safety - Old Cherokee Trail,1960,57,,Steel frame w/,1,Ac,4215,1525 Cherokee Tr,33.0573791,-96.7222058,,,,,,,,,,,,,
50122700,Reese Hall,1965,52,,"Concrete, lift-",9,Aux,110532,1910 Caledonia Avenue,35.9527517,-83.9348603,,,,,,,,,,,,,
50122710,Reese Hall Chiller,1994,23,,Masonry frame w,1,Sup,2773,1910 Caledonia Avenue,35.9527517,-83.9348603,,,,,,,,,,,,,
50126200,Regal Soccer Stadium,2006,11,12/1/06,,2,Aux,17213,2317 Stephenson Dr,35.94582,-83.932664,,,,,,,,,,,,,
50126400,Richland Tower Transmitter Bldg,,2017,,,1,Sup,600,1210 Broadcast Way,40.6636003,-73.553508,,,,,,,,,,,,,
50118000,Science and Engineering Building,1994,23,,Steel frame w/,9,Ac,232051,1414 Circle Drive,35.9583988,-83.9265409,,,,,,,,,,,,,
50111800,Senter Hall,2001,16,,Steel frame w/,1,Ac,21326,1401 White Avenue,42.5110188,-89.0197245,,,,,,,,,,,,,
50169300,Shade House (25X64),1985,32,,Masonry frame w,1,Ac,1600,2416 E J Chapman Drive,35.9470916,-83.9395559,,,,,,,,,,,,,
50120900,Sherri Parker Lee Stadium,2007,10,2/1/07,,0,Aux,32798,2323 Stephenson Dr.,35.945617,-83.934954,,,,,,,,,,,,,
50120910,Sherri Parker Lee Stadium-Team Facility,2007,10,,,3,Aux,7453,2323 Stephenson Dr.,35.945617,-83.934954,,,,,,,,,,,,,
50116000,Sigma Alpha Epsilon Fraternity House,1965,52,,"Concrete, lift-",3,Aux,14180,1808 Fraternity Park Drive,35.9496912,-83.9307476,,,,,,,,,,,,,
50116100,Sigma Chi Fraternity House,1965,52,,Masonry frame w,3,Aux,15030,1816 Fraternity Park Drive,35.9495904,-83.9316686,,,,,,,,,,,,,
50145300,Sigma Kappa Sorority,2012,5,,,3,Aux,14500,2601 Ann Baker Furrow Blvd,35.950574,-83.945657,,,,,,,,,,,,,
50116200,Sigma Nu Fraternity House,1965,52,,"Concrete, reinf",2,Aux,9560,1824 Fraternity Park Drive,35.9492816,-83.9324868,,,,,,,,,,,,,
50116300,Sigma Phi Epsilon Fraternity House,1965,52,,Masonry frame w,3,Aux,15339,1832 Fraternity Park Drive,35.9484275,-83.932153,,,,,,,,,,,,,
50123500,South & East Stadium,1936,81,,"Concrete, reinf",5,Aux,259262,1425 South Stadium Drive,34.7600299,-96.6611682,,,,,,,,,,,,,
50123300,South College,1872,145,,Masonry frame w,4,Ac,15220,1413 Circle Drive,35.9572851,-83.9252372,,,,,,,,,,,,,
50165900,South Greenhouse,2009,8,,,0,Sup,17514,2514 Jacob Drive,40.310453,-76.0032669,,,,,,,,,,,,,
50127800,Southern Precast - Office Building,1951,66,,"Concrete, reinf",2,Sup,9622,2000 Sutherland Avenue,35.958612,-83.947856,,,,,,,,,,,,,
50120800,Sports Bubble,1996,21,,Air support,1,Aux,28099,1920 Andy Holt Avenue,35.9519818,-83.9331902,,,,,,,,,,,,,
50137500,Stadium Drive Parking Garage-G10,1990,27,9/1/90,"Concrete, reinf",5,Aux,629250,1500 Phillip Fulmer Way,35.9533543,-83.9249808,,,,,,,,,,,,,
50123900,Steam Plant,1964,53,,Other structura,4,Sup,43570,1617 Lake Loudoun Boulevard,35.948593,-83.926378,,,,,,,,,,,,,
50123200,Steam Plant Coal Conveyor Shed,1997,20,,Other structura,0,Sup,100,1617 Lake Loudoun Boulevard,35.948593,-83.926378,,,,,,,,,,,,,
50123910,Steam Plant Gear Switching/Turbine Building,1996,21,,Steel frame w/,1,Sup,1848,1617 Lake Loudoun Boulevard,35.948593,-83.926378,,,,,,,,,,,,,
50113400,Stokely Family Residence Hall,2016,1,,,8,Aux,375000,1311 Lake Loudoun Boulevard,35.9522771,-83.9286785,,,,,,,,,,,,,
50112400,Stokely Management Center,1973,44,,"Concrete, reinf",10,Ac,117264,916 Volunteer Boulevard,35.956174,-83.9290185,,,,,,,,,,,,,
50165500,Storage Building,1927,90,,"Steel, quonset",1,Sup,240,2616 Morgan Circle Drive,35.9486544,-83.9422463,,,,,,,,,,,,,
50112600,Strong Hall (Science Lab Facility),2016,1,,,8,Ac,268000,1621 Cumberland Avenue,35.957424,-83.931594,,,,,,,,,,,,,
50120500,Student Aquatic Center,1965,52,,"Concrete, reinf",3,Sup,71677,2106 Andy Holt Avenue,35.9506662,-83.9350217,,,,,,,,,,,,,
50126600,Student Health Clinic,2011,6,1/15/12,,0,Sup,111497,1800 Volunteer Blvd,35.9503374,-83.9307063,Silver,,,,,,,,,,,,
50124800,Student Recreational and Fitness Center,2003,14,,,3,Aux,169288,2111 Volunteer Boulevard,35.9490473,-83.9343325,,,,,,,,,,,,,
50110210,Student Services Building,1968,49,,"Concrete, reinf",4,Sup,88498,1331 Circle Park,41.8621318,-87.8077575,,,,,,,,,,,,,
50129000,Student Union-Phase I,2015,2,,"Concrete, reinf",6,Aux,139708,1015 Phillip Fulmer Way,35.9568208,-83.9285547,,,,,,,,,,,,,
50124400,Temple Hall,1973,44,,"Concrete, reinf",3,Sup,111497,1818 Andy Holt Avenue,35.952691,-83.9321861,,,,,,,,,,,,,
50139400,Thompson-Boling Assembly Center and Arena,1987,30,12/1/87,"Concrete, reinf",9,Aux,450953,1600 Phillip Fulmer Way,35.9509864,-83.925296,,,,,,,,,,,,,
50111600,Thornton Athletics Student Life Center,2000,17,,Steel frame w/,4,Aux,29571,1801 Volunteer Drive,33.6206743,-78.9941311,,,,,,,,,,,,,
50123810,Tom Black Track Facilities Building,1990,27,,,1,Aux,1100,1809 Volunteer Blvd,35.9499044,-83.9324629,,,,,,,,,,,,,
50123800,Tom Black Track Pressbox,1990,27,,Masonry frame w,1,Aux,372,1809 Volunteer Blvd,35.9499044,-83.9324629,,,,,,,,,,,,,
50123820,Tom Black Track Pressbox 2,1990,27,,,2,Aux,513,1809 Volunteer Blvd,35.9499044,-83.9324629,,,,,,,,,,,,,
50123700,Tom Black Track Storage Building,1979,38,,Masonry frame w,1,Aux,614,1809 Volunteer Blvd,35.9499044,-83.9324629,,,,,,,,,,,,,
50124600,TRECS Storage Building,2008,9,,,1,Sup,479,Holt Blvd,34.0630762,-117.6996032,,,,,,,,,,,,,
50114300,Tyson Alumni Center,1901,116,,Masonry frame w,4,Sup,17366,1609 Melrose Avenue,39.9796004,-75.32659,,,,,,,,,,,,,
50112500,Ula Love Doughty Carousel Theatre,1952,65,,Wood frame,2,Ac,7222,1710 Andy Holt Avenue,35.9532145,-83.9300752,,,,,,,,,,,,,
50983700,University Commons - Vol Shop,2014,3,,,1,Aux,6000,2509 -2517 University Commons Way,29.7156623,-95.4170871,,,,,,,,,,,,,
50119300,UT Drive Services Building A,1958,59,,"Concrete, reinf",3,Sup,22378,2233 Volunteer Boulevard,35.948668,-83.935897,,,,,,,,,,,,,
50119600,UT Drive Services Building B,1975,42,,Masonry frame w,2,Sup,28950,2233 Volunteer Boulevard,35.948668,-83.935897,,,,,,,,,,,,,
50119800,UT Drive Services Building C,1980,37,,"Steel, quonset",1,Sup,3785,2233 Volunteer Boulevard,35.948668,-83.935897,,,,,,,,,,,,,
50164200,UT Gardens Support,1960,57,,Wood frame w/ b,1,Ac,1176,2427 Fletcher Luck Lane,35.947043,-83.9383673,,,,,,,,,,,,,
50134400,UT Welcome Center,1940,77,,Wood frame w/ b,3,Sup,20956,2704 Kingston Pike,35.9514577,-83.9472501,,,,,,,,,,,,,
50169000,Veterinary Teaching Hospital,1975,42,,Masonry frame w,5,Ac,274766,2407 River Drive,41.513022,-90.504255,,,,,,,,,,,,,
50113200,Visitor Parking Information Center,1976,41,,"Steel, quonset",1,Aux,109,1600 Volunteer Boulevard,35.9522954,-83.9288842,,,,,,,,,,,,,
50130700,Vol Shop - Cumberland,2014,3,,"Concrete, reinf",2,Sup,6470,1655 Cumberland Avenue,35.9565991,-83.9322329,,,,,,,,,,,,,
50132500,Volunteer Boulevard Parking Garage (G16),2016,1,,Concrete,6,Aux,338400,1720 Volunteer Blvd,35.951321,-83.929273,,,,,,,,,,,,,
50126500,Volunteer Hall,2001,16,,,12,Aux,742382,1527 White Avenue,42.5109791,-89.0175862,,,,,,,,,,,,,
50120400,W. Allan Jones Intercollegiate Aquatic Center,2008,9,,Other structura,3,Aux,83545,2200 Andy Holt Avenue,35.9491004,-83.9363621,,,,,,,,,,,,,
50119400,Walters Life Sciences Building,1973,44,,"Concrete, reinf",5,Ac,153334,1414 West Cumberland Avenue,40.4606415,-86.9327588,,,,,,,,,,,,,
50121200,West Campus Parking Garage (G7),1977,40,,"Concrete, reinf",4,Aux,265435,2401 Volunteer Boulevard,35.9490095,-83.9373852,,,,,,,,,,,,,
50123600,West Skybox Addition,1961,56,,Other structura,0,Aux,133671,1425 South Stadium Drive,34.7600299,-96.6611682,,,,,,,,,,,,,
50137700,White Avenue Parking Garage,1995,22,,"Concrete, reinf",5,Aux,278432,1720 White Ave,35.9571146,-83.933841,,,,,,,,,,,,,
50138900,White Hall,2016,1,,,5,Aux,83214,862 20th Street,40.4060903,-104.6924349,,,,,,,,,,,,,
50112000,William Bass Anthropology Center,2011,6,10/26/11,,0,Ac,5082,2066 Medical Center Way,37.7627258,-122.4567971,,,,,,,,,,,,,
50125000,WUOT Tranmitter Bldg,1966,51,,,1,Sup,600,Ridge Memorial Drive,33.7808509,-84.2381302,,,,,,,,,,,,,
50144700,Zeta Tau Alpha Sorority,2012,5,,,3,Dormi,19546,2600 Ann Baker Furrow Blvd,35.950574,-83.945657,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
